t,separation_m
41.980,3.9164
41.982,3.9088
42.000,3.9088
42.002,3.9011
42.018,3.9011
42.021,3.8936
42.042,3.8860
42.042,3.8860
42.060,3.8860
42.061,3.8785
42.080,3.8785
42.081,3.8710
42.101,3.8635
42.102,3.8635
42.121,3.8635
42.123,3.8560
42.140,3.8560
42.141,3.8486
42.161,3.8486
42.164,3.8411
42.182,3.8411
42.183,3.8337
42.201,3.8337
42.201,3.8264
42.220,3.8264
42.223,3.8190
42.240,3.8190
42.241,3.8117
42.261,3.8117
42.262,3.8044
42.281,3.8044
42.282,3.7971
42.300,3.7971
42.302,3.7898
42.321,3.7898
42.323,3.7826
42.341,3.7826
42.342,3.7754
42.361,3.7754
42.361,3.7682
42.380,3.7682
42.381,3.7610
42.400,3.7610
42.401,3.7539
42.420,3.7539
42.422,3.7468
42.440,3.7468
42.441,3.7397
42.460,3.7397
42.461,3.7326
42.482,3.7326
42.482,3.7256
42.502,3.7256
42.503,3.7186
42.521,3.7186
42.521,3.7116
42.540,3.7116
42.542,3.7046
42.561,3.7046
42.561,3.6977
42.581,3.6977
42.583,3.6907
42.600,3.6907
42.601,3.6838
42.620,3.6838
42.622,3.6770
42.639,3.6770
42.641,3.6701
42.660,3.6701
42.662,3.6633
42.680,3.6633
42.683,3.6565
42.699,3.6565
42.703,3.6498
42.720,3.6498
42.721,3.6431
42.740,3.6431
42.741,3.6363
42.760,3.6363
