t,separation_m
16.601,6.4686
16.615,6.4792
16.634,6.4792
16.646,6.4898
16.659,6.4898
16.690,6.5005
16.743,6.5005
16.749,6.5111
16.762,6.5109
16.790,6.5216
16.811,6.5211
16.821,6.5318
16.834,6.5310
16.846,6.5416
16.890,6.5405
16.907,6.5512
16.917,6.5500
16.927,6.5607
16.939,6.5599
16.946,6.5705
16.952,6.5702
16.972,6.5809
16.979,6.5809
16.985,6.5916
16.996,6.5916
17.007,6.6023
17.014,6.6023
17.014,6.6130
17.024,6.6128
17.028,6.6235
17.033,6.6230
17.038,6.6337
17.081,6.6328
17.088,6.6435
17.100,6.6429
17.106,6.6536
17.121,6.6533
17.126,6.6640
17.133,6.6640
17.138,6.6747
17.148,6.6747
17.151,6.6854
17.168,6.6854
17.185,6.6962
17.199,6.6962
17.206,6.7069
17.220,6.7069
17.226,6.7176
17.239,6.7176
17.246,6.7284
17.259,6.7284
17.268,6.7391
17.279,6.7391
17.287,6.7499
17.302,6.7499
17.305,6.7606
17.314,6.7606
17.319,6.7714
17.328,6.7714
17.331,6.7821
17.349,6.7821
17.369,6.7929
17.373,6.7929
17.374,6.8037
17.379,6.8037
17.387,6.8144
17.387,6.8144
17.387,6.8252
17.445,6.8252
17.446,6.8360
17.453,6.8360
17.456,6.8468
17.457,6.8468
17.469,6.8576
17.469,6.8576
17.471,6.8683
17.520,6.8683
17.526,6.8791
17.540,6.8791
17.545,6.8899
17.560,6.8899
17.568,6.9007
17.579,6.9007
17.587,6.9116
17.599,6.9116
17.608,6.9224
17.620,6.9224
17.626,6.9332
17.639,6.9332
17.646,6.9440
17.659,6.9440
17.665,6.9548
17.671,6.9548
17.671,6.9657
17.723,6.9657
17.727,6.9765
17.727,6.9765
17.727,6.9873
17.732,6.9873
17.746,6.9982
17.756,6.9982
17.758,7.0090
17.779,7.0090
17.787,7.0199
17.799,7.0199
17.810,7.0307
17.817,7.0307
17.824,7.0416
17.840,7.0416
17.843,7.0524
17.858,7.0524
17.865,7.0633
17.879,7.0633
17.887,7.0741
17.899,7.0741
17.908,7.0850
17.920,7.0850
17.926,7.0959
17.940,7.0959
17.944,7.1068
17.961,7.1068
17.966,7.1176
17.979,7.1176
17.987,7.1285
17.992,7.1285
18.007,7.1394
18.020,7.1394
18.026,7.1503
18.033,7.1503
18.043,7.1612
18.061,7.1612
18.067,7.1721
18.081,7.1721
18.083,7.1830
18.087,7.1830
18.094,7.1939
18.102,7.1939
18.134,7.2048
18.140,7.2048
18.147,7.2157
18.159,7.2157
18.167,7.2267
18.178,7.2267
18.186,7.2376
18.200,7.2376
18.208,7.2485
18.220,7.2485
18.228,7.2594
18.239,7.2594
18.246,7.2704
18.263,7.2704
18.267,7.2813
18.278,7.2813
18.278,7.2922
18.303,7.2922
18.308,7.3032
18.319,7.3032
18.322,7.3141
18.328,7.3141
18.332,7.3251
18.340,7.3251
18.340,7.3360
18.343,7.3360
18.346,7.3470
18.351,7.3470
18.354,7.3579
18.365,7.3579
18.375,7.3689
18.400,7.3689
18.400,7.3798
18.406,7.3798
18.410,7.3908
18.415,7.3908
18.418,7.4018
18.418,7.4018
18.425,7.4018
18.432,7.4128
18.432,7.4128
18.432,7.4237
18.438,7.4237
18.440,7.4347
18.444,7.4347
18.444,7.4457
18.446,7.4457
18.446,7.4567
18.446,7.4677
18.449,7.4677
18.449,7.4787
18.449,7.4787
18.455,7.4897
18.458,7.4897
18.461,7.5007
18.469,7.5007
18.469,7.5117
18.473,7.5117
18.473,7.5227
18.479,7.5227
18.485,7.5337
18.489,7.5337
18.490,7.5447
18.494,7.5447
